,movieId,title,ratingsCount,averageRating
4554,6773,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",22,3.7045455
4555,6774,Videodrome (1983),8,3.6875
4556,6775,Life and Debt (2001),1,4.0
4557,6776,Lagaan: Once Upon a Time in India (2001),3,4.1666665
4558,6777,Judgment at Nuremberg (1961),5,3.6
4559,6780,"Brief History of Time, A (1991)",2,3.25
4560,6782,Leningrad Cowboys Go America (1989),1,4.0
4561,6783,"Rules of the Game, The (La règle du jeu) (1939)",3,3.5
4562,6785,Seven Brides for Seven Brothers (1954),4,3.75
4563,6786,Kiss of the Spider Woman (1985),4,3.875
4564,6787,All the President's Men (1976),27,4.0185184
4565,6788,Angie (1994),1,2.0
4566,6789,"Apartment, The (Appartement, L') (1996)",1,4.0
4567,6790,Avalon (2001),3,3.5
4568,6791,Babette's Feast (Babettes gæstebud) (1987),5,4.4
4569,6793,Beethoven (1992),11,1.7727273
4570,6794,Beethoven's 2nd (1993),5,1.5
4571,6796,Boyz N the Hood (1991),18,3.7222223
4572,6797,Bugsy (1991),1,3.0
4573,6798,Bugsy Malone (1976),2,2.75
4574,6800,Cobra (1986),3,2.3333333
4575,6803,Phenomena (a.k.a. Creepers) (1985),1,3.5
4576,6804,Crimewave (1985),1,2.0
4577,6807,Monty Python's The Meaning of Life (1983),40,3.95
4578,6808,Where Eagles Dare (1968),4,4.0
4579,6809,Tightrope (1984),1,3.0
4580,6810,Sleeping with the Enemy (1991),5,2.5
4581,6811,PCU (1994),5,2.5
4582,6812,"Rookie, The (1990)",2,2.25
4583,6814,City Heat (1984),1,3.0
4584,6816,Three O'Clock High (1987),1,4.0
4585,6817,"White Hunter, Black Heart (1990)",1,3.0
4586,6818,Come and See (Idi i smotri) (1985),2,5.0
4587,6820,Ginger Snaps (2000),6,4.0
4588,6821,More American Graffiti (1979),1,3.0
4589,6827,It's Pat (1994),3,0.8333333
4590,6832,Regarding Henry (1991),5,3.6
4591,6835,Alien Contamination (1980),1,5.0
4592,6836,"Amazing Transparent Man, The (1960)",1,3.5
4593,6837,Love Affair (1939),1,3.0
4594,6850,Leap of Faith (1992),3,2.3333333
4595,6851,"Gas, Food, Lodging (1992)",2,2.75
4596,6852,In Cold Blood (1967),4,3.625
4597,6853,Campus Man (1987),1,1.0
4598,6856,Yankee Doodle Dandy (1942),2,4.0
4599,6857,Ninja Scroll (Jûbei ninpûchô) (1995),13,3.7692308
4600,6858,Knife in the Water (Nóz w wodzie) (1962),2,3.75
4601,6860,Mobsters (1991),1,2.0
4602,6862,Out of Time (2003),2,3.5
4603,6863,School of Rock (2003),66,3.4015152
4604,6867,"Station Agent, The (2003)",12,3.5833333
4605,6868,Wonderland (2003),7,3.4285715
4606,6869,Bus 174 (Ônibus 174) (2002),3,3.8333333
4607,6870,Mystic River (2003),52,3.7115386
4608,6872,"House of the Dead, The (2003)",4,1.125
4609,6873,Intolerable Cruelty (2003),20,3.175
4610,6874,Kill Bill: Vol. 1 (2003),131,3.961832
4611,6879,Runaway Jury (2003),17,3.4411764
4612,6880,"Texas Chainsaw Massacre, The (2003)",7,1.8571428
4613,6881,Pieces of April (2003),7,3.0714285
4614,6882,Returner (Ritaanaa) (2002),1,2.5
4615,6883,Sylvia (2003),1,3.0
4616,6884,Veronica Guerin (2003),2,3.0
4617,6885,In the Cut (2003),3,2.8333333
4618,6886,Beyond Borders (2003),1,3.5
4619,6887,Radio (2003),5,4.1
4620,6888,Scary Movie 3 (2003),20,2.275
4621,6889,Brother Bear (2003),2,3.0
4622,6890,Elephant (2003),9,3.5555556
4623,6893,"Italian Job, The (1969)",10,3.85
4624,6898,Sweet Sixteen (2002),3,3.3333333
4625,6899,Alien from L.A. (1988),1,3.5
4626,6902,Interstate 60 (2002),2,4.0
4627,6909,"Eye, The (Gin gwai) (Jian gui) (2002)",2,3.25
4628,6911,"Jolson Story, The (1946)",1,3.5
4629,6912,You'll Never Get Rich (1941),1,3.5
4630,6918,"Unvanquished, The (Aparajito) (1957)",2,3.75
4631,6920,"Cercle Rouge, Le (Red Circle, The) (1970)",3,3.5
4632,6927,"Human Stain, The (2003)",1,4.0
4633,6932,Shattered Glass (2003),7,3.5
4634,6934,"Matrix Revolutions, The (2003)",79,3.1518986
4635,6935,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",1,4.0
4636,6936,Elf (2003),39,3.6923077
4637,6938,Billabong Odyssey (2003),1,4.0
4638,6939,Gloomy Sunday (Ein Lied von Liebe und Tod) (1999),1,4.0
4639,6942,Love Actually (2003),59,3.7881355
4640,6944,Father of the Bride (1991),13,3.5
4641,6945,My Architect: A Son's Journey (2003),2,4.25
4642,6946,Looney Tunes: Back in Action (2003),2,2.75
4643,6947,Master and Commander: The Far Side of the World (2003),36,3.6388888
4644,6948,Tupac: Resurrection (2003),1,4.0
4645,6949,"Big Empty, The (2003)",1,3.5
4646,6950,"Missing, The (2003)",3,3.6666667
4647,6951,"Cat in the Hat, The (2003)",5,2.1
4648,6952,Gothika (2003),9,3.1111112
4649,6953,21 Grams (2003),25,3.3
4650,6954,"Barbarian Invasions, The (Les invasions barbares) (2003)",3,4.0
4651,6957,Bad Santa (2003),26,3.3653846
4652,6958,"Haunted Mansion, The (2003)",10,2.5
4653,6959,Timeline (2003),3,2.0
4654,6961,Damage (Fatale) (1992),1,4.0
4655,6962,OT: Our Town (2002),1,3.5
4656,6963,Devil's Playground (2002),2,4.25
4657,6965,Journeys with George (2002),1,3.5
4658,6966,Darkman (1990),3,3.8333333
4659,6967,Dead of Night (1945),1,0.5
4660,6969,"Dernier Combat, Le (Last Battle, The) (1983)",1,4.5
4661,6970,Desk Set (1957),2,3.75
4662,6971,Europa (Zentropa) (1991),1,4.0
4663,6973,Final Analysis (1992),1,2.5
4664,6974,"Freshman, The (1990)",6,3.0
4665,6975,Funny Games (1997),5,3.2
4666,6978,Slacker (1991),4,3.25
4667,6979,WarGames (1983),21,3.3095238
4668,6981,"Ordet (Word, The) (1955)",2,3.75
4669,6982,Forbidden Games (Jeux interdits) (1952),1,3.5
4670,6983,Jane Eyre (1944),1,5.0
4671,6984,"Tale of Two Cities, A (1935)",1,4.0
4672,6985,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",5,3.9
4673,6986,Ben-Hur: A Tale of the Christ (1925),1,3.0
4674,6987,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)",7,3.857143
4675,6989,Gorky Park (1983),4,3.5
4676,6990,The Great Train Robbery (1978),1,3.5
4677,6992,Guarding Tess (1994),2,2.75
4678,6993,Hannah and Her Sisters (1986),13,3.7692308
4679,6994,"Hard Way, The (1991)",2,3.25
4680,6996,Highlander II: The Quickening (1991),7,1.8571428
4681,6997,Hoffa (1992),2,3.0
4682,6998,House of Cards (1993),1,2.0
4683,6999,Housesitter (1992),2,2.25
4684,7000,Hudson Hawk (1991),4,3.0
4685,7001,Invasion of the Body Snatchers (1978),6,3.75
4686,7004,Kindergarten Cop (1990),17,2.8823528
4687,7005,King Ralph (1991),1,1.5
4688,7007,"Last Boy Scout, The (1991)",8,3.5
4689,7008,Last Tango in Paris (Ultimo tango a Parigi) (1972),5,4.5
4690,7009,Lorenzo's Oil (1992),3,3.3333333
4691,7010,"Lover, The (Amant, L') (1992)",3,3.5
4692,7012,Mr. Destiny (1990),1,3.0
4693,7013,"Night of the Hunter, The (1955)",7,4.0
4694,7015,Only the Lonely (1991),3,3.1666667
4695,7016,Over the Top (1987),3,1.5
4696,7017,Passenger 57 (1992),3,3.5
4697,7018,Presumed Innocent (1990),5,3.9
4698,7019,Project X (1987),2,2.75
4699,7022,Battle Royale (Batoru rowaiaru) (2000),30,3.9333334
4700,7023,"Wedding Banquet, The (Xi yan) (1993)",1,4.5
4701,7024,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)",3,3.6666667
4702,7025,"Midnight Clear, A (1992)",2,3.75
4703,7026,Summer School (1987),4,2.375
4704,7027,Silverado (1985),5,3.2
4705,7028,Quick Change (1990),7,3.5714285
4706,7030,Radio Flyer (1992),2,2.75
4707,7031,"Real McCoy, The (1993)",1,4.0
4708,7032,Revenge (1990),1,4.0
4709,7033,"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)",4,3.125
4710,7034,Show Me Love (Fucking Åmål) (1998),8,3.8125
4711,7036,Teen Wolf (1985),7,3.142857
4712,7037,High Heels (Tacones lejanos) (1991),1,4.5
4713,7038,Things You Can Tell Just by Looking at Her (2000),1,4.0
4714,7040,To Live and Die in L.A. (1985),1,2.5
4715,7041,Trapped in Paradise (1994),1,2.5
4716,7044,Wild at Heart (1990),5,3.8
4717,7045,"Witches, The (1990)",3,3.1666667
4718,7046,"Witches of Eastwick, The (1987)",11,2.5
4719,7047,Year of the Dragon (1985),1,2.5
4720,7048,Nothing to Lose (1997),4,3.375
4721,7049,Flying Down to Rio (1933),1,3.0
4722,7050,Follow the Fleet (1936),2,3.75
4723,7051,"What's New, Pussycat (1965)",2,3.5
4724,7052,Mary of Scotland (1936),1,3.0
4725,7053,Roberta (1935),1,4.0
4726,7054,Little Women (1949),2,3.5
4727,7055,Swing Time (1936),1,4.0
4728,7056,"Public Enemy, The (1931)",2,4.25
4729,7057,"Midsummer Night's Dream, A (1935)",1,3.5
4730,7058,Life with Father (1947),1,3.5
4731,7059,National Velvet (1944),2,3.75
4732,7060,Jesus Christ Superstar (1973),3,4.0
4733,7061,Dark Victory (1939),1,4.0
4734,7062,Birdman of Alcatraz (1962),1,4.0
4735,7063,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)",8,4.0
4736,7064,Beauty and the Beast (La belle et la bête) (1946),6,3.25
4737,7065,"Birth of a Nation, The (1915)",1,2.0
4738,7067,Juliet of the Spirits (Giulietta degli spiriti) (1965),2,3.25
4739,7069,"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",4,3.5
4740,7070,Red River (1948),1,4.0
4741,7071,"Woman Under the Influence, A (1974)",1,5.0
4742,7072,Stagecoach (1939),3,3.5
4743,7073,"Shot in the Dark, A (1964)",1,2.5
4744,7074,"Navigator, The (1924)",1,3.5
4745,7075,"Court Jester, The (1956)",1,3.5
4746,7076,Bullitt (1968),8,3.875
4747,7078,Jezebel (1938),3,3.8333333
4748,7079,"Hunchback of Notre Dame, The (1939)",2,3.5
4749,7080,42nd Street (1933),3,4.0
4750,7082,That Touch of Mink (1962),2,3.75
4751,7083,Sweet Dreams (1985),1,3.0
4752,7084,"Play It Again, Sam (1972)",4,3.75
4753,7085,Send Me No Flowers (1964),2,3.25
4754,7086,Pygmalion (1938),1,3.5
4755,7087,"Passage to India, A (1984)",2,4.0
4756,7088,Black Orpheus (Orfeu Negro) (1959),1,4.0
4757,7089,Amarcord (1973),2,4.0
4758,7090,Hero (Ying xiong) (2002),38,3.9210527
4759,7091,Horse Feathers (1932),2,4.0
4760,7092,Anna Karenina (1935),2,3.5
4761,7093,"Front Page, The (1974)",2,3.75
4762,7096,Rivers and Tides (2001),1,5.0
4763,7099,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),23,4.0
4764,7101,Doc Hollywood (1991),6,3.0
4765,7102,Dragnet (1987),4,2.5
4766,7103,Madhouse (1990),1,3.5
4767,7104,1941 (1979),3,2.6666667
4768,7107,Foul Play (1978),2,2.75
4769,7108,Crime Story (Zhong an zu) (1993),2,3.25
4770,7109,Beyond the Clouds (Al di là delle nuvole) (1996),1,3.0
4771,7114,"Collector, The (1965)",1,0.5
4772,7115,Deep Red (Profondo rosso) (1975),5,2.6
4773,7116,Diabolique (Les diaboliques) (1955),4,3.125
4774,7117,Leprechaun (1993),5,2.3
4775,7118,Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987),2,3.75
4776,7121,Adam's Rib (1949),4,4.75
4777,7122,King of Hearts (1966),1,5.0
4778,7123,Naked Lunch (1991),9,3.4444444
4779,7124,Grass (1999),3,3.1666667
4780,7125,Spring Forward (1999),1,2.0
4781,7127,Run (1991),1,3.5
4782,7131,"Summer Place, A (1959)",1,3.0
4783,7132,"Night at the Opera, A (1935)",9,4.111111
4784,7134,"Element of Crime, The (Forbrydelsens Element) (1984)",1,4.0
4785,7137,"Cooler, The (2003)",10,3.55
4786,7139,In America (2002),7,3.857143
4787,7141,My Flesh and Blood (2003),1,4.0
4788,7142,Honey (2003),3,3.0
4789,7143,"Last Samurai, The (2003)",62,3.903226
4790,7147,Big Fish (2003),69,3.8333333
4791,7149,Something's Gotta Give (2003),17,3.6470587
4792,7150,Stuck on You (2003),10,2.8
4793,7151,Girl with a Pearl Earring (2003),12,3.375
4794,7153,"Lord of the Rings: The Return of the King, The (2003)",185,4.118919
4795,7154,Mona Lisa Smile (2003),10,2.8
4796,7155,Calendar Girls (2003),8,2.625
4797,7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",13,4.3076925
4798,7158,House of Sand and Fog (2003),9,3.7777777
4799,7160,Monster (2003),17,3.5294118
4800,7161,Cheaper by the Dozen (2003),8,1.9375
4801,7162,Cold Mountain (2003),12,3.2916667
4802,7163,Paycheck (2003),17,2.9117646
4803,7164,Peter Pan (2003),6,3.0833333
4804,7165,"Company, The (2003)",1,3.0
4805,7167,Japanese Story (2003),1,3.0
4806,7169,Chasing Liberty (2004),8,3.9375
4807,7171,Aileen: Life and Death of a Serial Killer (2003),2,3.5
4808,7173,Along Came Polly (2004),24,3.0416667
4809,7175,Torque (2004),2,2.25
4810,7176,Crimson Gold (Talaye sorgh) (2003),1,3.5
4811,7177,Osama (2003),1,3.5
4812,7178,"Great Gatsby, The (1974)",1,3.0
4813,7179,Wuthering Heights (1992),1,2.5
4814,7181,Ship of Fools (1965),1,3.5
4815,7184,This Property is Condemned (1966),1,4.5
4816,7190,Jane Eyre (1970),1,3.5
4817,7191,Blame It on the Bellboy (1992),1,2.0
4818,7192,Only the Strong (1993),2,3.0
4819,7193,"Adventures of Ford Fairlane, The (1990)",2,3.0
4820,7202,Beyond Re-Animator (2003),1,3.0
4821,7205,"Wind and the Lion, The (1975)",1,3.0
4822,7206,Mon Oncle (My Uncle) (1958),3,3.8333333
4823,7208,Dr. Jekyll and Mr. Hyde (1941),2,3.75
4824,7209,"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)",3,3.5
4825,7211,People Will Talk (1951),1,3.5
4826,7212,I Was a Male War Bride (1949),2,4.25
4827,7215,To Have and Have Not (1944),4,3.5
4828,7216,High Sierra (1941),3,4.1666665
4829,7217,Dark Passage (1947),1,4.0
4830,7218,"Ox-Bow Incident, The (1943)",1,4.5
4831,7219,They Drive by Night (1940),1,4.0
4832,7222,Reefer Madness (a.k.a. Tell Your Children) (1938),2,3.25
4833,7223,D.O.A. (1950),1,2.5
4834,7225,Pumping Iron (1977),3,3.6666667
4835,7228,Cool World (1992),4,2.5
4836,7234,"Strada, La (1954)",6,4.25
4837,7235,Ichi the Killer (Koroshiya 1) (2001),6,3.4166667
4838,7236,"Boy and His Dog, A (1975)",3,4.0
4839,7238,Ashes and Diamonds (Popiól i diament) (1958),1,4.0
4840,7243,Intolerance: Love's Struggle Throughout the Ages (1916),1,3.5
4841,7245,Tormented (1960),1,1.0
4842,7247,Chitty Chitty Bang Bang (1968),11,3.4545455
4843,7248,"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)",1,3.5
4844,7251,Where the Day Takes You (1992),1,4.0
4845,7254,The Butterfly Effect (2004),46,3.6304348
4846,7255,Win a Date with Tad Hamilton! (2004),8,2.8125
4847,7256,Touching the Void (2003),8,4.0
4848,7257,"Big Bounce, The (2004)",4,2.0
4849,7258,"Perfect Score, The (2004)",4,2.75
4850,7259,You Got Served (2004),4,2.125
4851,7260,Latter Days (2003),1,3.5
4852,7261,Barbershop 2: Back in Business (2004),3,2.1666667
4853,7262,Catch That Kid (2004),1,2.0
4854,7263,Miracle (2004),10,3.35
4855,7264,An Amazing Couple (2002),1,4.0
4856,7265,"Dreamers, The (2003)",13,3.7307692
4857,7266,"Lost Skeleton of Cadavra, The (2002)",1,4.0
4858,7282,"Hip Hop Witch, Da (2000)",1,1.0
4859,7285,Thirteen (2003),9,3.6111112
4860,7292,Best Defense (1984),1,2.5
4861,7293,50 First Dates (2004),47,3.5531914
4862,7294,Welcome to Mooseport (2004),4,3.25
4863,7297,Kitchen Stories (Salmer fra kjøkkenet) (2003),3,3.6666667
4864,7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),3,3.6666667
4865,7301,Diary of a Country Priest (Journal d'un curé de campagne) (1951),3,3.5
4866,7302,"Thief of Bagdad, The (1924)",1,3.5
4867,7303,The Diary of Anne Frank (1959),4,4.0
4868,7304,Allegro non troppo (1977),1,4.0
4869,7305,Black Widow (1987),2,2.5
4870,7306,"Herod's Law (Ley de Herodes, La) (2000)",1,3.0
4871,7307,Flesh & Blood (1985),2,3.0
4872,7308,King Solomon's Mines (1985),1,2.5
4873,7310,Raw Deal (1986),3,3.3333333
4874,7311,"Goodbye, Mr. Chips (1939)",3,3.6666667
4875,7312,"Follow Me, Boys! (1966)",1,0.5
4876,7315,Against the Ropes (2004),2,2.0
4877,7316,Confessions of a Teenage Drama Queen (2004),4,2.375
4878,7317,EuroTrip (2004),15,3.1333334
4879,7318,"Passion of the Christ, The (2004)",13,2.6153846
4880,7319,Club Dread (2004),6,2.0833333
4881,7320,Dirty Dancing: Havana Nights (2004),5,3.4
4882,7321,Twisted (2004),2,2.75
4883,7323,"Good bye, Lenin! (2003)",23,3.8043478
4884,7324,Hidalgo (2004),11,3.3181818
4885,7325,Starsky & Hutch (2004),21,3.2857144
4886,7326,"Reckoning, The (2004)",1,3.5
4887,7327,Persona (1966),6,3.75
4888,7328,"Passion of Anna, The (Passion, En) (1969)",1,3.5
4889,7333,"Corbeau, Le (Raven, The) (1943)",2,4.25
4890,7335,Pickup on South Street (1953),1,4.0
4891,7336,"Damned, The (La Caduta degli dei) (1969)",1,3.5
4892,7340,Just One of the Guys (1985),4,2.75
4893,7344,"Wrong Arm of the Law, The (1963)",1,3.5
4894,7345,Agent Cody Banks 2: Destination London (2004),1,4.0
4895,7346,"Girl Next Door, The (2004)",20,3.125
4896,7347,Secret Window (2004),15,3.3
4897,7348,Spartan (2004),3,3.5
4898,7349,Broken Wings (Knafayim Shvurot) (2002),1,3.0
4899,7352,Wilbur Wants to Kill Himself (2002),2,4.0
4900,7354,Mad Dog and Glory (1993),3,3.3333333
4901,7357,Peyton Place (1957),1,3.5
4902,7360,Dawn of the Dead (2004),16,3.90625
4903,7361,Eternal Sunshine of the Spotless Mind (2004),131,4.1603055
4904,7362,Taking Lives (2004),4,3.25
4905,7364,Intermission (2003),1,4.0
4906,7366,Jersey Girl (2004),8,2.9375
4907,7367,"Ladykillers, The (2004)",14,2.5714285
4908,7368,Never Die Alone (2004),1,3.5
4909,7369,Scooby-Doo 2: Monsters Unleashed (2004),4,2.25
4910,7371,Dogville (2003),20,4.025
4911,7372,Ned Kelly (2003),1,3.0
4912,7373,Hellboy (2004),41,3.378049
4913,7375,"Prince & Me, The (2004)",7,3.0714285
4914,7376,Walking Tall (2004),6,3.0
4915,7377,"United States of Leland, The (2003)",1,3.5
4916,7379,The Alamo (2004),6,3.5
4917,7380,Ella Enchanted (2004),7,3.357143
4918,7381,"Whole Ten Yards, The (2004)",7,3.142857
4919,7382,I'm Not Scared (Io non ho paura) (2003),2,4.25
4920,7386,"Ten Commandments, The (1956)",4,3.75
4921,7387,Dawn of the Dead (1978),20,3.975
4922,7390,Prey for Rock & Roll (2003),1,1.5
4923,7394,Those Magnificent Men in Their Flying Machines (1965),1,2.5
4924,7395,Cheaper by the Dozen (1950),2,2.75
4925,7396,Scenes From a Marriage (Scener ur ett äktenskap) (1973),7,4.0
4926,7411,Munchies (1987),1,1.5
4927,7414,Going in Style (1979),1,2.5
4928,7419,After Hours (1985),7,3.7857144
4929,7438,Kill Bill: Vol. 2 (2004),110,3.8681817
4930,7439,"Punisher, The (2004)",14,3.5
4931,7440,Paper Clips (2004),2,3.25
4932,7443,This So-Called Disaster (2003),1,3.5
4933,7444,13 Going on 30 (2004),21,3.1904762
4934,7445,Man on Fire (2004),35,3.6285715
4935,7448,Envy (2004),4,2.75
4936,7449,Godsend (2004),2,2.5
4937,7450,Laws of Attraction (2004),4,2.75
4938,7451,Mean Girls (2004),39,3.7564104
4939,7454,Van Helsing (2004),24,2.7083333
4940,7455,"Mudge Boy, The (2003)",1,3.0
4941,7457,Breakin' All the Rules (2004),1,3.5
4942,7458,Troy (2004),48,3.4270833
4943,7459,Carandiru (2003),1,4.5
4944,7460,Coffee and Cigarettes (2003),6,3.5833333
4945,7477,Eye See You (D-Tox) (2002),1,2.5
4946,7479,Watch on the Rhine (1943),1,4.0
4947,7481,Enemy Mine (1985),4,4.0
4948,7482,Enter the Dragon (1973),13,4.0384617
4949,7486,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997),2,4.75
4950,7487,Henry & June (1990),1,4.0
4951,7492,Martin (1977),1,4.0
4952,7493,"Three Faces of Eve, The (1957)",2,4.0
4953,7541,100 Girls (2000),4,3.25
4954,7560,Fail-Safe (1964),1,4.0
4955,7561,Paperhouse (1988),1,3.5
4956,7562,Dobermann (1997),1,2.5
4957,7564,Kwaidan (Kaidan) (1964),2,2.5
4958,7566,28 Up (1985),3,4.0
4959,7569,You Only Live Twice (1967),12,3.8333333
4960,7570,Octopussy (1983),8,3.3125
4961,7572,Wit (2001),1,4.5
4962,7573,Never Say Never Again (1983),8,3.125
4963,7579,Pride and Prejudice (1940),3,3.6666667
4964,7581,"Fountainhead, The (1949)",2,3.25
4965,7584,Woman of the Year (1942),2,4.0
4966,7587,"Samouraï, Le (Godson, The) (1967)",4,4.0
4967,7614,Oklahoma! (1955),2,4.5
4968,7615,Desert Hearts (1985),1,4.5
4969,7616,Body Double (1984),1,2.5
4970,7618,Chaplin (1992),2,3.5
4971,7619,"Miracle Worker, The (1962)",3,3.6666667
4972,7620,Monster in a Box (1992),1,4.0
4973,7624,School Ties (1992),6,2.75
4974,7636,Raising Cain (1992),1,0.5
4975,7646,Rose Red (2002),2,3.0
4976,7647,Noises Off... (1992),2,3.75
4977,7649,Babylon 5: In the Beginning (1998),5,2.8
4978,7650,"Witchfinder General (Conquerer Worm, The) (1968)",3,2.0
4979,7657,Versus (2000),2,3.75
4980,7669,Pride and Prejudice (1995),9,3.5555556
4981,7698,"China Syndrome, The (1979)",5,3.7
4982,7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",5,3.3
4983,7701,Look Who's Talking Too (1990),7,1.7857143
4984,7702,"Bells of St. Mary's, The (1945)",1,3.5
4985,7704,"Delta Force, The (1986)",1,2.0
4986,7705,Pat and Mike (1952),2,4.0
4987,7706,Animal Crackers (1930),4,4.125
4988,7707,"He Said, She Said (1991)",1,2.0
4989,7708,Bedazzled (1967),1,2.0
4990,7713,Cat People (1942),1,4.0
4991,7714,Camelot (1967),1,4.0
4992,7716,"Lonely Guy, The (1984)",1,3.5
4993,7720,"Four Musketeers, The (1974)",4,2.75
4994,7727,Protocol (1984),1,3.0
4995,7728,"Postman Always Rings Twice, The (1946)",3,3.6666667
4996,7730,Matinee (1993),1,3.0
4997,7742,Baxter (1989),1,0.5
4998,7743,Explorers (1985),2,3.5
4999,7745,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)",1,4.0
5000,7748,Pierrot le fou (1965),4,3.875
5001,7749,Weekend (a.k.a. Le Week-end) (Week End) (1967),1,4.0
5002,7753,Tuesdays with Morrie (1999),2,3.5
5003,7756,Alexander Nevsky (Aleksandr Nevskiy) (1938),2,4.0
5004,7757,Jason and the Argonauts (1963),6,3.5
5005,7762,"Tinker, Tailor, Soldier, Spy (1979)",4,3.625
5006,7766,Throne of Blood (Kumonosu jô) (1957),4,4.0
5007,7767,"Best of Youth, The (La meglio gioventù) (2003)",2,4.75
5008,7772,Undercurrent (1946),1,3.5
5009,7773,"Bang, Bang, You're Dead (2002)",2,4.0
5010,7781,Twister (1990),1,1.5
5011,7782,Sniper (1993),2,3.0
5012,7786,Genghis Blues (1999),1,3.5
5013,7789,"11'09""01 - September 11 (2002)",2,4.0
5014,7802,"Warriors, The (1979)",8,3.9375
5015,7810,Babylon 5: A Call to Arms (1999),3,3.3333333
5016,7811,Babylon 5: The River of Souls (1998),1,4.0
5017,7812,Babylon 5: Thirdspace (1998),3,3.6666667
5018,7815,True Stories (1986),1,5.0
5019,7820,"Virgin Spring, The (Jungfrukällan) (1960)",2,3.75
5020,7822,Mogambo (1953),1,3.0
5021,7826,"Secret Life of Walter Mitty, The (1947)",1,3.5
5022,7831,Another Thin Man (1939),1,3.5
5023,7832,"Thin Man Goes Home, The (1945)",1,3.5
5024,7833,Shadow of the Thin Man (1941),1,3.5
5025,7834,After the Thin Man (1936),3,2.8333333
5026,7835,Song of the Thin Man (1947),1,3.5
5027,7839,Love Crazy (1941),1,3.5
5028,7840,Gunga Din (1939),3,3.1666667
5029,7841,Children of Dune (2003),2,3.75
5030,7842,Dune (2000),4,4.375
5031,7843,Lammbock (2001),1,4.5
5032,7844,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)",2,3.5
5033,7845,Tremors II: Aftershocks (1996),5,2.7
5034,7846,Tremors 3: Back to Perfection (2001),3,3.0
5035,7879,Notorious C.H.O. (2002),1,3.5
5036,7882,The Plague of the Zombies (1966),1,3.0
5037,7883,I Walked with a Zombie (1943),2,2.0
5038,7884,Highway 61 (1991),2,3.25
5039,7888,How to Succeed in Business Without Really Trying (1967),2,4.25
5040,7889,Pat Garrett and Billy the Kid (1973),2,3.75
5041,7891,"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)",1,3.0
5042,7894,"Duck, You Sucker (1971)",4,3.5
5043,7895,Bring Me the Head of Alfredo Garcia (1974),2,3.5
5044,7896,Ride the High Country (1962),1,3.5
5045,7899,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),1,4.5
5046,7900,Frankenstein Must Be Destroyed (1969),1,3.0
5047,7916,Gidget (1959),1,3.5
5048,7920,Desperate Living (1977),1,3.5
5049,7924,Stray Dog (Nora inu) (1949),1,3.5
5050,7925,"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",2,4.25
5051,7926,High and Low (Tengoku to jigoku) (1963),1,4.0
5052,7930,"People Under the Stairs, The (1991)",2,3.75
5053,7932,Dark Days (2000),3,3.6666667
5054,7934,Zelig (1983),7,4.0
5055,7936,Shame (Skammen) (1968),1,4.0
5056,7937,"Silence, The (Tystnaden) (1963)",2,3.5
5057,7938,Winter Light (Nattvardsgästerna) (1963),1,3.5
5058,7939,Through a Glass Darkly (Såsom i en spegel) (1961),1,4.5
5059,7940,The Magician (1958),1,4.5
5060,7943,"Killers, The (1946)",1,4.0
5061,7944,"Night of the Iguana, The (1964)",1,3.0
5062,7951,Nightbreed (1990),1,2.0
5063,7976,Ken Park (2002),1,4.5
5064,7979,Monterey Pop (1968),1,3.5
5065,7980,"Bridge Too Far, A (1977)",7,3.7857144
5066,7981,Infernal Affairs (Mou gaan dou) (2002),9,4.3333335
5067,7982,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",4,3.25
5068,7983,Broadway Danny Rose (1984),5,4.2
5069,7984,From Beyond (1986),1,4.0
5070,7986,Robot Jox (1990),1,1.0
5071,7987,Dolls (1987),1,2.5
5072,7988,Space Truckers (1996),1,2.0
5073,7991,Death Race 2000 (1975),3,3.6666667
5074,7993,"Bucket Of Blood, A (1959)",1,2.5
